# Samples Generated by Stan
# stan_version_major=1
# stan_version_minor=3
# stan_version_patch=0
# init=random
# append_samples=0
# seed=1405435606
# chain_id=2
# chain_id_src=user
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# equal_step_sizes=0
# epsilon_pm=0
# delta=0.5
# gamma=0.05
# nondiag_mass=0
# sample_file=./rstan_doc_ex_2.csv
#
lp__,accept_stat__,stepsize__,treedepth__,mu,sigma,z.1.1,z.2.1,z.3.1,z.1.2,z.2.2,z.3.2,alpha
-17.9183,0.52814,1.19033,1,0.156294,1.13989,2.05353,0.254239,0.426654,1.73166,-1.42766,-0.473498,0.591123
-17.9183,0.343398,1.19033,1,0.156294,1.13989,2.05353,0.254239,0.426654,1.73166,-1.42766,-0.473498,0.591123
-17.3501,0.657494,1.19033,1,0.161918,1.10296,-1.95799,0.401178,-0.15555,-1.55299,0.914576,0.500246,0.134922
-19.457,0.822366,1.19033,1,0.218337,0.927392,-1.49036,1.65108,-0.80915,-0.493301,1.46765,1.35631,0.0948666
-19.1012,0.000525722,1.19033,1,0.103339,1.15262,-0.69066,2.40911,-0.607737,1.9315,-0.147751,-1.30995,0.461907
-19.3655,9.21898e-05,1.19033,1,0.466963,0.978593,1.57378,-1.23124,0.717398,-1.40677,0.195097,1.48074,0.175288
-19.3655,0,1.19033,0,0.466963,0.978593,1.57378,-1.23124,0.717398,-1.40677,0.195097,1.48074,0.175288
-15.859,0.504096,1.19033,1,-0.117015,1.19306,-1.15602,0.469124,-0.450159,0.529043,-0.376985,0.797601,1.56254
-16.3184,0.581027,1.19033,1,-0.009558,1.20943,-1.84427,-0.622552,-0.0170587,0.692172,-0.91925,-0.0524185,0.151015
-16.9831,0.622626,1.19033,1,-0.328969,1.23506,-0.658347,0.76978,0.0251429,-0.267556,1.42304,1.33697,0.683231
-16.9831,8.81156e-09,1.19033,1,-0.328969,1.23506,-0.658347,0.76978,0.0251429,-0.267556,1.42304,1.33697,0.683231
-15.8363,0.941909,1.19033,1,-0.104789,1.16279,0.326785,-0.996101,0.0724911,-0.536201,-1.77828,-0.590801,0.424362
-15.1759,0.546961,1.19033,1,-0.0923169,0.983155,0.752818,0.230098,0.0766224,0.740216,0.70682,-0.571185,0.131459
-19.5006,0.0668309,1.19033,1,-0.0900701,0.887711,0.0932247,-1.04061,-0.0999301,0.127848,2.52119,0.795918,1.63732
-17.342,0.010269,1.19033,1,0.190861,1.24202,-0.832488,-2.28541,-1.22073,-0.105697,0.642276,-0.422171,0.515585
-16.0301,0.733806,1.19033,1,0.154705,1.42774,0.412855,1.63549,0.551203,-0.285815,-0.0474882,0.503045,0.305012
-17.4375,0.159764,1.19033,1,0.21154,0.875584,-1.17752,0.80035,-1.66414,-0.851186,0.124715,-0.673904,0.224103
-19.6239,9.696e-07,1.19033,2,-0.0436057,0.910804,-0.181506,1.59267,0.920925,-2.25155,-0.369022,-0.731618,0.0683421
-23.3727,0.752891,1.19033,1,0.356973,1.2182,1.00017,2.30656,-1.10386,3.11285,1.26923,0.20973,0.978145
-21.7028,0.0655943,1.19033,1,0.0809438,1.2338,0.44679,3.17743,-0.229852,1.97068,-1.10448,-0.0405949,1.35816
-16.1533,0.672377,1.19033,1,0.12825,1.26622,-1.01107,0.096466,0.43025,-0.545311,-0.0282423,0.798954,0.0362971
-16.0424,0.590543,1.19033,1,0.224917,1.20964,-0.490697,-1.8389,-0.463139,-0.689949,-0.669548,-0.798149,0.695008
-15.4837,0.541496,1.19033,1,0.0933772,1.05721,0.218189,0.987109,1.47232,0.532194,0.714709,0.990742,0.55735
-15.4837,8.93858e-14,1.19033,1,0.0933772,1.05721,0.218189,0.987109,1.47232,0.532194,0.714709,0.990742,0.55735
-15.0033,0.665583,1.19033,1,0.0962972,1.17335,-0.522877,-0.590067,0.240732,0.136173,-0.745933,-0.860215,1.51739
-15.3866,1,1.19033,1,-0.0367917,0.874099,0.663777,-0.309018,-0.138524,-0.239435,0.885294,-0.25485,0.187235
# Elapsed Time: 0 seconds (Warm-up)
#               0.01 seconds (Sampling)
#               0.01 seconds (Total)

