# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=0
# stan_version_patch=1
# init=random
# seed=202728319
# chain_id=3
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.65
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./rstan_doc_ex_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,mu,sigma,z.1.1,z.2.1,z.3.1,z.1.2,z.2.2,z.3.2,alpha
-16.0306,0.963133,0.583797,2,0.07608,1.24909,-0.0600965,1.13632,-1.38041,-0.290657,-1.08932,-0.962342,0.597253
-18.286,0.737617,0.583797,1,0.121103,1.25531,0.466221,-0.330789,-1.24121,-0.493312,-0.528877,-2.15128,1.88292
-16.6981,1,0.583797,1,0.00476904,1.10233,-0.0224611,0.472959,-1.53142,-0.237409,-0.843973,-1.97729,0.597219
-14.8118,0.85584,0.583797,1,0.141994,1.00389,-0.0714203,1.0113,0.678564,0.268819,-0.0422846,-1.34068,0.552945
-15.7626,0.760829,0.583797,2,0.00117171,1.04133,0.78671,1.35927,-0.193208,1.07442,-0.142526,-0.868597,0.165298
-20.339,0.774341,0.583797,1,-0.0239063,1.17171,-2.36763,2.30289,0.776626,0.584052,1.10014,0.285791,0.13581
-16.4712,1,0.583797,2,-0.0156525,1.02959,-0.00331229,-0.608403,1.20855,-1.48419,1.25217,0.397042,1.11108
-14.4737,0.787395,0.583797,2,0.163391,1.18899,0.00615238,0.92703,-0.193842,0.208522,-1.06307,-0.625859,0.311996
-16.089,0.907887,0.583797,1,0.295145,0.991654,0.481523,-0.564382,-0.384111,1.00686,-1.01676,0.797797,1.46917
-18.1153,0.93757,0.583797,2,0.290129,1.02399,-0.676828,1.49496,-0.262196,2.50018,-0.0482754,-0.571409,0.355872
# Elapsed Time: 0.006868 seconds (Warm-up)
#               0.004239 seconds (Sampling)
#               0.011107 seconds (Total)

